candidate,date,support_pct,numeric_grade,pollscore
Trump,11/5/23,40.1,1.2,1.7
Trump,11/5/23,37.1,1.2,1.7
Trump,11/5/23,39.1,1.2,1.7
Trump,11/2/23,35,1.4,0.2
Trump,11/2/23,27,1.4,0.2
Trump,11/2/23,42,1.4,0.2
Trump,10/29/23,35,1.8,0.4
Trump,10/29/23,40,1.8,0.4
Trump,10/29/23,36,2,0
Trump,10/24/23,48,0.5,1.6
Harris,10/24/23,42,0.5,1.6
Trump,10/24/23,50,0.5,1.6
Trump,10/24/23,39,0.5,1.6
Trump,10/24/23,38,0.5,1.6
Trump,10/19/23,45,1.5,0.2
Trump,10/19/23,42,1.5,0.2
Trump,10/16/23,43,1.9,0.1
Trump,10/16/23,44,1.9,0.1
Trump,10/16/23,59,1.8,0.1
Trump,10/16/23,61,1.8,0.1
Trump,10/16/23,46,1.8,0.1
Trump,10/16/23,48,1.8,0.1
Trump,10/16/23,52,1.8,0.1
Trump,10/16/23,53,1.8,0.1
Trump,10/15/23,48.9,1.2,0.7
Trump,10/15/23,42.6,1.2,0.7
Trump,10/12/23,45,1.6,0.2
Trump,10/12/23,51,1.2,0.7
Trump,10/12/23,44.5,1.2,0.7
Trump,10/9/23,41,1.8,0.4
Trump,10/9/23,40,1.8,0.4
Trump,10/8/23,44,1.8,0.4
Trump,10/8/23,42,1.8,0.4
Trump,10/8/23,44,1.8,0.4
Trump,10/8/23,44,1.8,0.4
Trump,10/8/23,43,1.8,0.4
Trump,10/8/23,41,1.8,0.4
Trump,10/8/23,43,1.8,0.4
Trump,10/8/23,41,1.8,0.4
Trump,10/8/23,42,1.8,0.4
Trump,10/8/23,39,1.8,0.4
Trump,10/8/23,40.7,1.1,0.2
Trump,10/8/23,39.4,1.1,0.2
Trump,10/8/23,40.6,1.1,0.2
Trump,10/8/23,39.4,1.1,0.2
Trump,10/8/23,41.6,1.8,0.1
Trump,10/8/23,40.4,1.8,0.1
Trump,10/3/23,40.9,1.2,1.7
Trump,10/3/23,43.5,1.2,1.7
Trump,10/3/23,45,1.2,1.7
Trump,10/2/23,42,1.9,0.1
Trump,10/2/23,45,1.9,0.1
Trump,9/28/23,30.4,1.2,0.4
Trump,9/27/23,44,1.4,0
Trump,9/26/23,45,1.4,0
Trump,9/26/23,44,1.4,0
Trump,9/26/23,47,0.5,1.6
Harris,9/26/23,41,0.5,1.6
Trump,9/26/23,48,0.5,1.6
Trump,9/26/23,43,0.5,1.6
Trump,9/26/23,40,0.5,1.6
Trump,9/24/23,38,1.8,0
Trump,9/20/23,45,1.6,0.2
Trump,9/19/23,42,1.4,0.6
Trump,9/19/23,39,1.4,0.6
Trump,9/19/23,37,1.4,0.6
Trump,9/19/23,54,1.4,0.6
Trump,9/19/23,51,1.4,0.6
Trump,9/19/23,49,1.4,0.6
Trump,9/19/23,48,1.4,0.6
Trump,9/19/23,45,1.4,0.6
Trump,9/19/23,42,1.4,0.6
Trump,9/17/23,36,1.8,0.4
Trump,9/17/23,42,1.8,0.4
Trump,9/11/23,37,0.7,1.7
Trump,9/5/23,46,1.4,0.6
Trump,9/5/23,42,1.9,0.1
Trump,9/5/23,44,1.9,0.1
Trump,9/4/23,38,1.8,0.4
Trump,9/4/23,42,1.8,0.4
Trump,8/30/23,46,1.8,0.4
Trump,8/30/23,38,1.8,0.4
Trump,8/30/23,43,1.8,0.4
Trump,8/28/23,45,1.1,0.2
Trump,8/28/23,45.5,1.1,0.2
Trump,8/27/23,42.3,1.2,1.7
Trump,8/27/23,43.7,1.2,1.7
Trump,8/24/23,41,1.4,0
Trump,8/23/23,47,0.5,1.6
Harris,8/23/23,40,0.5,1.6
Trump,8/23/23,50,0.5,1.6
Trump,8/23/23,42,0.5,1.6
Trump,8/23/23,39,0.5,1.6
Trump,8/21/23,42.4,1.1,0.2
Trump,8/21/23,42.6,1.1,0.2
Trump,8/21/23,41,1.9,0.1
Trump,8/21/23,43,1.9,0.1
Trump,8/21/23,45,1.5,0
Trump,8/17/23,51,1.6,0.2
Trump,8/10/23,55,1.4,0
Trump,8/7/23,41,1.9,0.1
Trump,8/7/23,42,1.9,0.1
Trump,8/6/23,38,1.8,0.4
Harris,8/6/23,33,1.8,0.4
Trump,8/6/23,38,1.8,0.4
Trump,8/6/23,42,1.8,0.4
Harris,8/6/23,38,1.8,0.4
Trump,8/6/23,42,1.8,0.4
Trump,7/26/23,41.5,1.2,1.7
Trump,7/26/23,43.9,1.2,1.7
Trump,7/26/23,42,1.9,0.1
Trump,7/26/23,43,1.9,0.1
Trump,7/26/23,49.1,1.5,0.2
Trump,7/24/23,46,1.6,0.3
Trump,7/24/23,46,0.5,1.6
Harris,7/24/23,40,0.5,1.6
Trump,7/24/23,42,0.5,1.6
Trump,7/24/23,40,0.5,1.6
Trump,7/14/23,41,1.9,0.1
Trump,7/14/23,42,1.9,0.1
Trump,7/12/23,42.1,1.1,0.2
Trump,7/10/23,44,1.6,0.3
Trump,7/6/23,38,1.8,0.4
Harris,7/6/23,36,1.8,0.4
Trump,7/6/23,38,1.8,0.4
Trump,7/6/23,43,1.8,0.4
Harris,7/6/23,39,1.8,0.4
Trump,7/6/23,43,1.8,0.4
Trump,7/6/23,43,1.6,0.3
Trump,6/26/23,41,1.9,0.1
Trump,6/26/23,42,1.9,0.1
Trump,6/25/23,37,1.8,0.4
Harris,6/25/23,36,1.8,0.4
Trump,6/25/23,39,1.8,0.4
Trump,6/25/23,41,1.8,0.4
Harris,6/25/23,41,1.8,0.4
Trump,6/25/23,42,1.8,0.4
Trump,6/22/23,51,1.8,0.1
Trump,6/22/23,54,1.8,0.1
Trump,6/19/23,43,1.6,0.3
Trump,6/19/23,45,1.6,0.3
Trump,6/19/23,45,1.6,0.3
Trump,6/19/23,49,0.5,1.6
Trump,6/15/23,44,1.6,0.2
Trump,6/14/23,42.7,1.2,1.7
Trump,6/14/23,44.8,1.2,1.7
Trump,6/12/23,43,1.9,0.1
Trump,6/12/23,44,1.9,0.1
Trump,6/11/23,37,1.8,0.4
Harris,6/11/23,36,1.8,0.4
Trump,6/11/23,38,1.8,0.4
Trump,6/11/23,42,1.8,0.4
Harris,6/11/23,40,1.8,0.4
Trump,6/11/23,44,1.8,0.4
Trump,6/9/23,44.5,1.5,0.2
Trump,6/8/23,36,1.4,0
Trump,6/6/23,35.1,1.2,0.4
Trump,6/1/23,44,1.9,0.1
Trump,6/1/23,44,1.9,0.1
Trump,5/31/23,37,1.8,0.4
Harris,5/31/23,38,1.8,0.4
Trump,5/31/23,39,1.8,0.4
Trump,5/31/23,41,1.8,0.4
Harris,5/31/23,42,1.8,0.4
Trump,5/31/23,43,1.8,0.4
Trump,5/28/23,42.9,1.2,1.7
Trump,5/28/23,45.3,1.2,1.7
Trump,5/24/23,48,0.5,1.6
Trump,5/24/23,47,0.5,1.6
Trump,5/19/23,57,1.1,0.3
Trump,5/17/23,37,1.8,0.4
Harris,5/17/23,37,1.8,0.4
Trump,5/17/23,37,1.8,0.4
Trump,5/17/23,43,1.8,0.4
Harris,5/17/23,39,1.8,0.4
Trump,5/17/23,42,1.8,0.4
Trump,5/17/23,43,1.6,0.3
Trump,5/17/23,44,1.6,0.3
Trump,5/15/23,43,1.9,0.1
Trump,5/15/23,44,1.9,0.1
Trump,5/12/23,40.8,1.2,1.7
Trump,5/12/23,44.5,1.2,1.7
Trump,5/9/23,39,1.6,0.3
Trump,5/9/23,41,1.6,0.3
Trump,5/8/23,40,1.6,0.3
Trump,5/8/23,38,1.6,0.3
Trump,5/4/23,44,1.5,0.2
Trump,5/3/23,48,2,0.1
Trump,5/2/23,43,1.4,0.6
Trump,5/1/23,45,1.9,0.1
Trump,5/1/23,45,1.9,0.1
Trump,4/27/23,43,1.6,0.3
Trump,4/27/23,47,0.5,1.6
Trump,4/24/23,40,1.8,0.4
Harris,4/24/23,36,1.8,0.4
Trump,4/24/23,41,1.8,0.4
Trump,4/24/23,44,1.8,0.4
Harris,4/24/23,39,1.8,0.4
Trump,4/24/23,45,1.8,0.4
Trump,4/23/23,41.9,1.2,1.7
Trump,4/23/23,43.4,1.2,1.7
Harris,4/23/23,37.8,1.2,1.7
Trump,4/23/23,42.9,1.2,1.7
Harris,4/23/23,42.7,1.2,1.7
Trump,4/23/23,44.7,1.2,1.7
Harris,4/23/23,37.7,1.2,1.7
Harris,4/23/23,42.3,1.2,1.7
Trump,4/21/23,45,1.6,0.2
Trump,4/20/23,44,1.6,0.3
Trump,4/20/23,45,1.6,0.3
Trump,4/19/23,42,1.6,0.3
Trump,4/17/23,43,1.9,0.1
Trump,4/17/23,44,1.9,0.1
Trump,4/13/23,44,1.6,0.3
Trump,4/13/23,42,1.6,0.3
Trump,4/13/23,43.4,1.4,0.1
Trump,4/4/23,38,1.8,0.4
Harris,4/4/23,33,1.8,0.4
Trump,4/4/23,38,1.8,0.4
Trump,4/4/23,43,1.8,0.4
Harris,4/4/23,36,1.8,0.4
Trump,4/4/23,43,1.8,0.4
Trump,4/3/23,42,1.9,0.1
Trump,4/3/23,43,1.9,0.1
Trump,4/1/23,47,0.5,1.6
Trump,3/21/23,47,1.9,0.1
Trump,3/21/23,47,1.9,0.1
Trump,3/20/23,40,1.8,0.4
Harris,3/20/23,36,1.8,0.4
Trump,3/20/23,41,1.8,0.4
Trump,3/20/23,44,1.8,0.4
Harris,3/20/23,37,1.8,0.4
Trump,3/20/23,45,1.8,0.4
Trump,3/20/23,48,0.5,1.6
Harris,3/20/23,42,0.5,1.6
Trump,3/20/23,48,0.5,1.6
Trump,3/9/23,42.5,1.4,0.1
Trump,3/8/23,40,1.8,0.4
Trump,3/8/23,44,1.8,0.4
Trump,3/7/23,44,1.9,0.1
Trump,3/7/23,45,1.9,0.1
Trump,2/23/23,48,0.5,1.6
Harris,2/23/23,43,0.5,1.6
Trump,2/23/23,48,0.5,1.6
Trump,2/19/23,36,1.8,0.4
Harris,2/19/23,37,1.8,0.4
Trump,2/19/23,36,1.8,0.4
Trump,2/19/23,42,1.8,0.4
Harris,2/19/23,41,1.8,0.4
Trump,2/19/23,42,1.8,0.4
Trump,2/19/23,42,1.9,0.1
Trump,2/19/23,42,1.9,0.1
Trump,2/11/23,45,1.4,0
Trump,2/11/23,44,1.4,0
Harris,2/11/23,47,1.4,0
Trump,2/11/23,47,1.4,0
Trump,2/11/23,46,1.4,0
Trump,2/6/23,43,1.9,0.1
Trump,2/6/23,44,1.9,0.1
Trump,1/29/23,36,1.8,0.4
Harris,1/29/23,35,1.8,0.4
Trump,1/29/23,38,1.8,0.4
Trump,1/29/23,41,1.8,0.4
Harris,1/29/23,38,1.8,0.4
Trump,1/29/23,43,1.8,0.4
Trump,1/26/23,39,1.1,0.3
Trump,1/24/23,48,0.5,1.6
Harris,1/24/23,40,0.5,1.6
Trump,1/24/23,50,0.5,1.6
Trump,1/23/23,50,1.9,0.1
Trump,1/23/23,48,1.9,0.1
Trump,1/18/23,42,1.5,0
Trump,1/16/23,35,1.8,0.4
Harris,1/16/23,36,1.8,0.4
Trump,1/16/23,36,1.8,0.4
Trump,1/16/23,41,1.8,0.4
Harris,1/16/23,39,1.8,0.4
Trump,1/16/23,42,1.8,0.4
Trump,1/8/23,50,1.9,0.1
Trump,1/8/23,50,1.9,0.1
Trump,12/14/22,48,0.5,1.6
Harris,12/14/22,42,0.5,1.6
Trump,12/14/22,49,0.5,1.6
Trump,12/7/22,43,1.4,0
Trump,12/5/22,36,1.8,0.4
Harris,12/5/22,36,1.8,0.4
Trump,12/5/22,38,1.8,0.4
Trump,12/5/22,41,1.8,0.4
Harris,12/5/22,41,1.8,0.4
Trump,12/5/22,43,1.8,0.4
Trump,11/20/22,47,1.9,0.1
Trump,11/17/22,38,1.8,0.4
Harris,11/17/22,40,1.8,0.4
Trump,11/17/22,38,1.8,0.4
Trump,11/17/22,42,1.8,0.4
Harris,11/17/22,43,1.8,0.4
Trump,11/17/22,43,1.8,0.4
Trump,11/17/22,49,1.3,0.1
Trump,11/13/22,33,2,0
Trump,11/8/22,48,2,0.1
Trump,11/6/22,52,1.8,0.1
Trump,11/6/22,52,1.8,0.1
Trump,11/6/22,54,1.8,0.1
Trump,11/6/22,53,1.8,0.1
Trump,11/6/22,48,1.8,0.1
Trump,11/6/22,52,1.8,0.1
Trump,11/6/22,56,1.8,0.1
Trump,11/6/22,57,1.8,0.1
Trump,11/2/22,36,1.8,0.4
Harris,11/2/22,37,1.8,0.4
Trump,11/2/22,36,1.8,0.4
Trump,11/2/22,44,1.8,0.4
Harris,11/2/22,38,1.8,0.4
Trump,11/2/22,45,1.8,0.4
Trump,11/2/22,53,1.9,0.1
Trump,11/2/22,53,1.9,0.1
Trump,10/30/22,43,1.5,0.1
Trump,10/17/22,50,0.5,1.6
Harris,10/17/22,42,0.5,1.6
Trump,10/17/22,51,0.5,1.6
Trump,10/16/22,45.1,2,0
Trump,10/15/22,55.4,1.5,0.2
Trump,10/12/22,35,1.8,0.4
Harris,10/12/22,35,1.8,0.4
Trump,10/12/22,36,1.8,0.4
Trump,10/12/22,41,1.8,0.4
Harris,10/12/22,40,1.8,0.4
Trump,10/12/22,42,1.8,0.4
Trump,10/11/22,42,1.4,0
Trump,10/11/22,42,1.4,0
Trump,10/8/22,44,1.4,0
Trump,10/6/22,52.7,1.8,0.3
Trump,10/5/22,39,1.8,0
Trump,10/3/22,34,1.8,0.4
Harris,10/3/22,38,1.8,0.4
Trump,10/3/22,34,1.8,0.4
Trump,10/3/22,41,1.8,0.4
Harris,10/3/22,41,1.8,0.4
Trump,10/3/22,41,1.8,0.4
Trump,9/22/22,49,0.5,1.6
Harris,9/22/22,42,0.5,1.6
Trump,9/22/22,51,0.5,1.6
Trump,9/19/22,49,1.9,0.1
Trump,9/15/22,35,1.8,0.4
Harris,9/15/22,36,1.8,0.4
Trump,9/15/22,38,1.8,0.4
Trump,9/15/22,40,1.8,0.4
Harris,9/15/22,40,1.8,0.4
Trump,9/15/22,42,1.8,0.4
Trump,9/5/22,51,1.9,0.1
Trump,9/5/22,49,1.9,0.1
Trump,9/5/22,45,1.9,0.1
Trump,9/5/22,42,1.9,0.1
Trump,8/28/22,42,1.8,0.4
Harris,8/28/22,40,1.8,0.4
Trump,8/28/22,43,1.8,0.4
Trump,8/28/22,35,1.8,0.4
Harris,8/28/22,37,1.8,0.4
Trump,8/28/22,35,1.8,0.4
Trump,8/24/22,49,0.5,1.6
Harris,8/24/22,43,0.5,1.6
Trump,8/24/22,51,0.5,1.6
Trump,8/17/22,37,1.8,0.4
Harris,8/17/22,34,1.8,0.4
Trump,8/17/22,38,1.8,0.4
Trump,8/17/22,42,1.8,0.4
Harris,8/17/22,37,1.8,0.4
Trump,8/17/22,43,1.8,0.4
Trump,8/17/22,40.6,0.5,1.6
Trump,8/9/22,40,0.5,1.6
Trump,7/28/22,35,1.8,0.4
Harris,7/28/22,34,1.8,0.4
Trump,7/28/22,35,1.8,0.4
Trump,7/28/22,42,1.8,0.4
Harris,7/28/22,36,1.8,0.4
Trump,7/28/22,42,1.8,0.4
Trump,7/27/22,38.6,0.5,1.6
Trump,7/26/22,43.4,0.5,1.6
Trump,7/16/22,53,1.9,0.1
Trump,7/14/22,47.9,0.7,0.6
Trump,7/9/22,36,1.8,0.4
Harris,7/9/22,33,1.8,0.4
Trump,7/9/22,37,1.8,0.4
Trump,7/9/22,43,1.8,0.4
Harris,7/9/22,39,1.8,0.4
Trump,7/9/22,43,1.8,0.4
Trump,6/22/22,49,0.5,1.6
Harris,6/22/22,42,0.5,1.6
Trump,6/22/22,50,0.5,1.6
Trump,6/15/22,33,1.8,0.4
Harris,6/15/22,33,1.8,0.4
Trump,6/15/22,35,1.8,0.4
Trump,6/15/22,41,1.8,0.4
Harris,6/15/22,37,1.8,0.4
Trump,6/15/22,43,1.8,0.4
Trump,5/30/22,37,1.8,0.4
Harris,5/30/22,36,1.8,0.4
Trump,5/30/22,41,1.8,0.4
Trump,5/30/22,42,1.8,0.4
Harris,5/30/22,40,1.8,0.4
Trump,5/30/22,46,1.8,0.4
Trump,5/17/22,36,1.8,0.4
Harris,5/17/22,33,1.8,0.4
Trump,5/17/22,37,1.8,0.4
Trump,5/17/22,42,1.8,0.4
Harris,5/17/22,37,1.8,0.4
Trump,5/17/22,44,1.8,0.4
Trump,5/1/22,36,1.8,0.4
Trump,5/1/22,44,1.8,0.4
Harris,5/1/22,36,1.8,0.4
Trump,5/1/22,36,1.8,0.4
Harris,5/1/22,39,1.8,0.4
Trump,5/1/22,43,1.8,0.4
Trump,4/26/22,50,0.5,1.6
Harris,4/26/22,41,0.5,1.6
Trump,4/26/22,51,0.5,1.6
Trump,4/26/22,49,0.5,1.6
Trump,4/26/22,49,0.5,1.6
Trump,4/18/22,43,1.8,0.4
Harris,4/18/22,39,1.8,0.4
Trump,4/18/22,45,1.8,0.4
Trump,4/3/22,37,1.8,0.4
Harris,4/3/22,32,1.8,0.4
Trump,4/3/22,38,1.8,0.4
Trump,4/3/22,43,1.8,0.4
Harris,4/3/22,35,1.8,0.4
Trump,4/3/22,44,1.8,0.4
Trump,3/22/22,49,0.5,1.6
Harris,3/22/22,42,0.5,1.6
Trump,3/22/22,50,0.5,1.6
Trump,3/22/22,51,0.5,1.6
Trump,3/20/22,36,1.8,0.4
Harris,3/20/22,35,1.8,0.4
Trump,3/20/22,37,1.8,0.4
Trump,3/20/22,41,1.8,0.4
Harris,3/20/22,39,1.8,0.4
Trump,3/20/22,42,1.8,0.4
Trump,3/9/22,44,1.5,0
Harris,3/9/22,43,1.5,0
Trump,3/9/22,47,1.5,0
Trump,3/9/22,46,1.5,0
Trump,3/8/22,38,1.8,0.4
Harris,3/8/22,32,1.8,0.4
Trump,3/8/22,39,1.8,0.4
Trump,3/8/22,42,1.8,0.4
Harris,3/8/22,37,1.8,0.4
Trump,3/8/22,42,1.8,0.4
Trump,2/24/22,40.67,1.6,0
Trump,2/23/22,34,1.8,0.4
Harris,2/23/22,35,1.8,0.4
Trump,2/23/22,34,1.8,0.4
Trump,2/23/22,38,1.8,0.4
Harris,2/23/22,41,1.8,0.4
Trump,2/23/22,37,1.8,0.4
Trump,2/22/22,48,0.5,1.6
Harris,2/22/22,43,0.5,1.6
Trump,2/22/22,50,0.5,1.6
Trump,2/22/22,50,0.5,1.6
Trump,2/6/22,37,1.8,0.4
Harris,2/6/22,36,1.8,0.4
Trump,2/6/22,39,1.8,0.4
Trump,2/6/22,41,1.8,0.4
Harris,2/6/22,40,1.8,0.4
Trump,2/6/22,43,1.8,0.4
Trump,1/18/22,49,0.5,1.6
Harris,1/18/22,40,0.5,1.6
Trump,1/18/22,51,0.5,1.6
Trump,1/18/22,51,0.5,1.6
Trump,1/9/22,38,1.8,0.4
Harris,1/9/22,37,1.8,0.4
Trump,1/9/22,39,1.8,0.4
Trump,1/9/22,41,1.8,0.4
Harris,1/9/22,41,1.8,0.4
Trump,1/9/22,41,1.8,0.4
Trump,12/18/21,39,1.8,0.4
Trump,12/18/21,44,1.8,0.4
Trump,12/12/21,47.7,0.7,0.6
Harris,12/12/21,46,0.7,0.6
Trump,12/12/21,47.8,0.7,0.6
Trump,12/5/21,36,1.8,0.4
Harris,12/5/21,35,1.8,0.4
Trump,12/5/21,36,1.8,0.4
Trump,12/5/21,42,1.8,0.4
Harris,12/5/21,38,1.8,0.4
Trump,12/5/21,42,1.8,0.4
Trump,11/16/21,49,0.5,1.6
Harris,11/16/21,42,0.5,1.6
Trump,11/16/21,50,0.5,1.6
Trump,11/15/21,41,1.8,0.4
Harris,11/15/21,33,1.8,0.4
Trump,11/15/21,42,1.8,0.4
Trump,10/31/21,38,1.8,0.4
Trump,10/31/21,42,1.8,0.4
Harris,10/18/21,46,0.5,1.6
Trump,10/18/21,49,0.5,1.6
Trump,10/17/21,35,1.8,0.4
Trump,10/17/21,40,1.8,0.4
Trump,10/5/21,36,1.8,0.4
Trump,10/5/21,41,1.8,0.4
Trump,9/20/21,34,1.8,0.4
Trump,9/20/21,40,1.8,0.4
Trump,9/18/21,48.8,1.3,0.1
Harris,9/18/21,50.7,1.3,0.1
Trump,9/18/21,49.3,1.3,0.1
Harris,9/18/21,49.4,1.3,0.1
Harris,9/14/21,47,0.5,1.6
Trump,9/14/21,49,0.5,1.6
Trump,9/14/21,50,0.5,1.6
Trump,9/5/21,36,1.8,0.4
Trump,9/5/21,42,1.8,0.4
Harris,8/3/21,46,0.5,1.6
Trump,8/3/21,49,0.5,1.6
Trump,6/23/21,44,1,0.4
Harris,6/20/21,45,0.5,1.6
Trump,6/20/21,49,0.5,1.6
Harris,5/18/21,45,0.5,1.6
Trump,5/18/21,49,0.5,1.6
